Date,Close,High,Low,Open,Volume
2001/8/6,35.94279099,36.23878915,35.81593279,35.96816133,31105700
2001/8/7,35.75673294,36.21341859,35.46919049,35.60450439,38407500
2001/8/8,34.25138092,36.0696654,34.08223765,35.39309233,76045200
2001/8/9,34.39515686,34.5727591,33.81161587,34.17527283,66861400
2001/8/10,34.06531525,34.46280135,33.17731733,34.18371454,68491900
2001/8/13,34.75878906,34.96176152,33.9976496,34.32747703,48425700
2001/8/14,34.33595276,35.26623916,34.28521203,35.08864018,51267600
2001/8/15,33.06738281,34.61503942,33.04201245,34.35286719,58935300
2001/8/16,33.4564209,33.48179127,32.17093623,32.67836295,68227300
2001/8/17,31.93411446,32.81365656,31.89182946,32.50919943,56649300
2001/8/20,32.37388229,32.68679833,31.73114204,32.01022556,49921300
2001/8/21,31.02922821,32.68682918,30.99540212,32.38237179,56445600
2001/8/22,31.87494087,32.00179919,30.90237228,31.67197144,65221400
2001/8/23,31.56201363,32.52612607,31.54509898,31.85801193,54711800
2001/8/24,33.23652267,33.31263698,31.92566807,32.01869703,58450600
2001/8/27,33.27879333,33.7439379,32.83902557,33.2195937,50927500
2001/8/28,32.23855972,33.35489997,32.14553083,33.25341537,65275500
2001/8/29,31.76498985,32.51767411,31.40133291,32.4500155,59060500
2001/8/30,30.58943748,31.55355301,30.23423958,31.12223757,76105800
2001/8/31,30.97846985,31.31675313,30.39492578,30.47104008,54309000
2001/9/4,29.99744225,31.71423867,29.89595436,30.87698135,74073600
2001/9/5,29.87903786,30.36954965,28.88109639,30.01435179,95461200
2001/9/6,28.66968155,30.03973616,28.56819363,29.38008083,88701800
2001/9/7,28.50053596,29.68453253,28.2045344,28.43287736,95528800
2001/9/10,28.83880806,29.02486593,28.19606769,28.32292591,80371300
2001/9/17,26.38624763,27.73938722,26.29321868,26.42853264,97700900
2001/9/18,25.79425621,27.48568285,25.68431419,26.66534151,66285300
2001/9/19,25.34601784,26.2171028,23.89984939,25.91264561,116632800
2001/9/20,24.50030899,25.44750841,24.35653769,24.77939426,90840200
2001/9/21,23.84065056,24.50030568,23.00339486,23.18099382,112341900
2001/9/24,25.04156113,25.37138866,24.17893353,24.59333268,85696500
2001/9/25,25.11767769,25.73504781,24.48339291,25.1261334,83860600
2001/9/26,24.24658775,25.37138579,24.02670222,25.32910079,59759800
2001/9/27,24.08590698,24.34807919,23.18945161,24.01825,70050700
2001/9/28,24.50876236,25.30373303,23.94213458,24.39036306,84810800
2001/10/1,24.29732704,24.50875523,23.55310053,24.39881328,53460800
2001/10/2,24.37344551,24.87241625,24.01824603,24.22967425,74133400
2001/10/3,26.21710396,26.73298942,23.9590501,24.0351644,136198600
2001/10/4,26.47082138,28.07767768,26.16636574,26.76682131,127371500
2001/10/5,26.85984612,26.97824542,25.59127657,26.21710402,96443400
2001/10/8,26.94441795,27.35881554,26.18327493,26.32704621,67789600
2001/10/9,26.2932148,27.07972807,26.10715854,26.94441413,57564800
2001/10/10,27.48568726,27.51951657,26.00568871,26.10717504,73840600
2001/10/11,29.34624863,29.81139024,28.02693488,28.06921989,117232200
2001/10/12,29.21938896,29.43081725,28.02693354,29.03333426,111901600
2001/10/15,29.09253311,29.21938815,28.46670397,28.85573124,78322000
2001/10/16,29.56612396,29.68452326,28.81343995,29.31241072,81346800
2001/10/17,27.44339371,30.44567489,27.31653544,30.33573127,141530300
2001/10/18,28.18761253,28.36521147,27.40109928,27.6548125,94448200
2001/10/19,28.37366676,28.54280999,27.06281243,27.79012603,73434200
2001/10/22,29.13480949,29.17709449,28.09458303,28.28063767,74104900
2001/10/23,29.28705025,29.93824983,28.75425001,29.4477346,104062200
2001/10/24,29.92131233,30.17502546,29.02485583,29.26165432,90171400
2001/10/25,31.12224007,31.13915471,28.94875775,29.34624393,118551900
2001/10/26,30.45414352,31.34214533,30.45414352,30.86854458,93823900
2001/10/29,28.78807068,30.57252559,28.78807068,30.44566735,92146800
2001/10/30,28.22990227,28.83035775,27.77321645,28.50898589,96092200
2001/10/31,28.66968155,29.56613556,28.48362359,28.78808089,106175500
2001/11/1,29.88750267,30.07356059,28.568189,29.12635955,92716000
2001/11/2,30.1073761,30.31880431,29.50692075,29.82829254,64917700
2001/11/5,31.0884037,31.42669014,30.58097727,30.66554727,64473000
2001/11/6,32.29776764,32.30622657,30.77548539,30.95308428,107214900
2001/11/7,32.25547028,32.8474696,31.71421486,31.80724374,92562100
2001/11/8,31.92568016,33.32110853,31.50282347,32.60225022,105916300
2001/11/9,31.90875816,32.20475971,31.3928726,31.79035883,74121900
2001/11/12,32.13709641,32.43309469,30.69938355,31.29138334,112994400
2001/11/13,33.28726196,33.40566126,32.6698919,33.00817514,97931800
2001/11/14,33.52404785,34.03147736,32.76290843,33.79467563,88660100
2001/11/15,33.38874054,33.9215405,32.94051379,33.11811271,86349700
2001/11/16,33.29570389,33.55787595,32.91513258,33.38873279,64035500
2001/11/19,34.24292755,34.24292755,33.39721438,33.65092769,69196300
2001/11/20,32.66142654,34.02302463,32.54302727,33.89616965,85176500
2001/11/21,32.4922905,32.94052056,32.12017795,32.53457873,60867900
2001/11/23,33.21959686,33.34645507,32.61914157,32.77982583,27046000
2001/11/26,34.0399437,34.13297263,32.9912583,33.47331761,75267500
2001/11/27,33.99766159,34.64886096,33.15194863,33.87080336,100289700
2001/11/28,32.77140045,34.14145552,32.72065648,33.60019935,101568200
2001/11/29,33.78624344,33.82852845,32.80521624,33.00818561,83774700
2001/11/30,33.53252029,33.86234783,33.28726276,33.60017565,66018200
2001/12/3,32.95744324,33.49024021,32.87286998,33.22807119,60449800
2001/12/4,34.53046036,34.53891607,32.50920375,33.27034668,79378700
2001/12/5,36.23879242,36.49250884,34.77570965,34.84336823,115773700
2001/12/6,36.28954315,36.56862998,35.82440167,36.1119442,77702100
2001/12/7,35.29159546,36.02736471,34.79262477,35.92588007,81632600
2001/12/10,34.67422485,35.71445121,34.57274022,34.94485269,69088000
2001/12/11,34.86874008,35.73982328,34.78417009,35.06325365,66056500
2001/12/12,35.14783859,35.46920726,34.33595154,35.09709464,76093400
2001/12/13,33.62554169,34.67422705,33.62554169,34.42896954,79582600
2001/12/14,33.92156219,34.21756057,33.46487622,33.71858958,70006300
2001/12/17,34.50509644,34.87721229,33.8454412,33.8454412,62295500
2001/12/18,34.89411545,35.09708798,33.96383248,34.80954544,50850400
2001/12/19,34.25983047,34.94485913,34.09914617,34.3021187,79596200
2001/12/20,32.8052063,34.08223144,32.71217736,33.91308821,83048800
2001/12/21,33.38874054,33.58325409,33.109657,33.33799661,56205000
2001/12/24,33.25343704,33.51560925,33.10966737,33.43949495,13660400
2001/12/26,33.56633759,34.08222287,33.11811086,33.29570977,37672900
2001/12/27,33.8369751,33.99766263,33.4902329,33.70166115,34255200
2001/12/28,34.10761261,34.50509559,34.02303936,34.07378331,38240400
2001/12/31,32.9066925,34.20909129,32.9066925,34.09069199,46176900
2002/1/2,33.92156219,33.9553915,32.92362021,33.46487622,61708800
2002/1/3,35.09708023,35.13936522,34.04839497,34.09068319,85769100
2002/1/4,35.24086761,35.76521212,34.61504165,35.47766951,86876900
2002/1/7,34.85181808,35.70598968,33.92153545,35.61296077,75166200
2002/1/8,35.08863068,35.32542926,34.53891598,34.75879993,66956800
2002/1/9,34.76726532,36.02737601,34.58966635,35.55377874,85123000
2002/1/10,34.99559021,35.1309041,34.40359071,34.8179881,75548000
2002/1/11,34.54737854,35.18166336,34.22600989,34.97023509,60832900
2002/1/14,33.79468155,34.40359578,33.57479765,34.24291151,71310700
2002/1/15,34.11605072,34.4627928,33.45639584,33.85387862,66916100
2002/1/16,32.7967453,33.77777214,32.78828959,33.43102998,90942000
2002/1/17,33.53252029,33.80314818,32.99126129,33.38874741,75285900
2002/1/18,32.63607025,33.36338407,32.32315729,32.83904282,81985600
2002/1/22,31.62965393,32.9997075,31.5704543,32.98279286,81773800
2002/1/23,32.50075531,32.7206393,31.5873836,31.84110011,74968800
2002/1/24,32.93206787,33.41412409,32.78829819,32.93206787,77251200
2002/1/25,32.83905029,33.1096783,32.44156399,32.53459298,58832100
2002/1/28,33.02510071,33.31264333,32.49230047,33.10967397,47795900
2002/1/29,32.12017822,33.32109232,31.72269209,33.09274943,83339800
2002/1/30,32.36544418,32.85595616,31.16452978,32.13710123,101385500
2002/1/31,32.56839752,32.77137001,32.15400007,32.61914145,69655500
2002/2/1,32.25547028,32.88129887,31.88335798,32.47535731,61207100
2002/2/4,31.22372437,32.19629567,30.96155538,32.10326671,82763300
2002/2/5,30.70783043,31.5704578,30.60634258,30.94462896,86853800
2002/2/6,30.49640656,31.19834654,30.19194941,31.15606155,98507600
2002/2/7,29.76064491,30.91081533,29.59996057,30.43721802,97725900
2002/2/8,30.58943748,30.64864036,29.57458447,29.98898203,80483100
2002/2/11,30.97846985,31.12223952,30.42875508,30.56406904,57641200
2002/2/12,30.7247448,31.27445613,30.47948733,30.70783016,51477700
2002/2/13,31.24909782,31.41824108,30.96155526,31.05458421,60984700
2002/2/14,31.18988037,31.77342088,30.44565241,31.41822315,77482300
2002/2/15,30.25961113,31.21526776,30.14121182,31.14761239,79719900
2002/2/19,29.32933235,29.98898758,29.0248751,29.91287326,72437200
2002/2/20,29.72680283,29.74371424,28.6950323,29.51537465,106552700
2002/2/21,28.31447792,29.55767737,28.31447792,29.42236339,109307800
2002/2/22,28.45823669,28.92337808,27.98463637,28.42440741,99824200
2002/2/25,29.60840416,29.81137665,28.71195064,28.75423564,88994700
2002/2/26,29.49847984,29.9636215,29.06716427,29.7944782,94683300
2002/2/27,29.09253311,30.03127198,28.80499052,29.92978731,95159300
2002/2/28,28.5681839,29.57458443,28.54281354,29.185554,95711200
2002/3/1,30.22578049,30.2342362,28.83035291,28.88109685,86081600
2002/3/4,31.4182415,31.48589687,29.93824364,30.19195692,105734600
2002/3/5,31.64656639,32.02713774,31.13068438,31.23216899,91452600
2002/3/6,31.79881668,32.09481825,30.95310344,31.35904863,86943400
2002/3/7,31.8664608,32.41617545,31.29983151,32.2385733,85496000
2002/3/8,32.70371628,33.00817344,32.24703376,32.33160376,84443700
2002/3/11,32.58531952,33.14348995,32.18783662,32.43309093,71035200
2002/3/12,32.13709641,32.13709641,31.56201126,31.77343953,82652100
2002/3/13,31.35903931,31.84955116,31.18143713,31.63812292,71376200
2002/3/14,31.17296791,31.6296535,31.06302437,31.34211108,70700500
2002/3/15,31.48589325,31.57046648,30.94463747,31.19835071,63966500
2002/3/18,31.66350365,32.08636028,31.33367599,31.82419123,78938300
2002/3/19,31.61274719,32.03560362,31.47743327,31.79880183,58947600
2002/3/20,30.49640656,31.35903405,30.47949191,31.1814319,61816500
2002/3/21,31.30829239,31.40977704,30.36109483,30.57252306,89198800
2002/3/22,31.02074814,31.40977528,30.84314921,31.24063206,58930100
2002/3/25,30.07355118,31.20680657,30.03972189,31.02920441,87421900
2002/3/26,30.35263062,30.80085735,29.93823317,29.95514458,92457500
2002/3/27,30.11583328,30.44566076,29.93823437,30.13274793,64531800
2002/3/28,30.49640656,30.75857547,30.36109263,30.46257727,59539400
2002/4/1,31.07996559,31.20682388,29.85368059,30.27653726,70730500
2002/4/2,29.67607498,30.57253209,29.59996067,30.42875918,77759800
2002/4/3,29.62532806,29.98052923,29.0079579,29.85367098,85766400
2002/4/4,29.3969841,29.73527061,28.99104222,29.17710013,90521500
2002/4/5,29.06715393,29.74372366,28.90646963,29.60840972,68426000
2002/4/8,29.43081856,29.43081856,28.26373344,28.30602169,74950700
2002/4/9,28.40750504,29.58304581,28.32293501,29.41390253,80910200
2002/4/10,28.61892319,28.96566533,28.01846783,28.55126461,85748700
2002/4/11,27.90852928,28.62738405,27.80704462,28.46669974,90665600
2002/4/12,28.34831047,28.58510916,27.86625414,28.17916716,78360100
2002/4/15,28.57663536,28.72040498,28.0776647,28.58509107,69306800
2002/4/16,29.76909065,29.7860053,29.10097678,29.11789142,72064700
2002/4/17,29.61686516,30.02280695,29.3039523,29.93823695,69130100
2002/4/18,29.05024147,29.72681448,28.7542432,29.41389833,91086100
2002/4/19,29.14326859,29.65069831,29.07561322,29.64223937,62286800
2002/4/22,28.40750504,28.76270301,28.11996243,28.76270301,64625600
2002/4/23,27.91697884,28.70349202,27.65480993,28.40749382,73070300
2002/4/24,27.48568726,28.17071632,27.23197386,28.08614303,68953900
2002/4/25,27.41801643,27.68018865,27.06281849,27.31653177,103073700
2002/4/26,26.25092697,27.72246549,26.22555501,27.62098085,100193400
2002/4/29,26.31859207,26.68224735,25.84499158,26.42007674,85326800
2002/4/30,26.83446693,27.22349405,26.16635466,26.24246894,95357900
2002/5/1,26.69069862,26.92749882,25.86190037,26.78372756,109975700
2002/5/2,25.80270576,27.05436071,25.76041914,26.54693255,85852200
2002/5/3,25.15150452,25.80270392,24.93161894,25.76887462,92103200
2002/5/6,24.50030899,25.35447945,24.39882432,25.05847953,96491200
2002/5/7,24.27196312,24.82167623,24.0351629,24.75401926,101954400
2002/5/8,26.86830711,26.96133446,25.37139445,25.48133645,129741500
2002/5/9,26.17481232,26.9697812,26.0479541,26.69915336,106477200
2002/5/10,24.99927902,26.29322066,24.94853669,26.22556367,112282800
2002/5/13,26.01413345,26.20018974,25.09230611,25.26144936,93971200
2002/5/14,27.54487801,27.61253661,26.95287975,27.10510677,107284700
2002/5/15,27.74784279,28.44132714,26.93595753,27.13047273,150522100
2002/5/16,27.79012871,27.95081301,27.24887292,27.51950082,89916300
2002/5/17,27.84933281,28.25527471,27.46030556,28.15379004,82695000
2002/5/20,27.24041367,27.65481444,27.01207239,27.5702412,78144200
2002/5/21,26.4961853,27.56178376,26.21710011,27.36727018,104180000
2002/5/22,26.55538177,26.71606766,25.71812629,26.19172501,89543100
2002/5/23,27.08818054,27.14738018,26.04795416,26.74989574,94445800
2002/5/24,26.42007256,26.80064403,26.22555896,26.71607241,55874600
2002/5/28,26.3016777,26.65687727,25.7857922,26.61459065,68829400
2002/5/29,25.60818863,26.13252975,25.57435934,25.92955884,73470200
2002/5/30,25.82806969,25.98029664,25.2868124,25.37984132,92080500
2002/5/31,25.40522957,26.25094291,25.37140026,26.01414259,79907400
2002/6/3,24.50876236,25.58281826,24.34807805,25.37139001,77043700
2002/6/4,24.83013344,25.10076133,24.19584871,24.31424801,98366200
2002/6/5,25.08385086,25.20225018,24.50030836,24.88087991,95347100
2002/6/6,24.42420197,24.9570023,23.59540323,24.9570023,91129700
2002/6/7,23.93367767,24.34807847,23.27402255,23.36704989,106049200
2002/6/10,23.89139366,24.31425019,23.79836471,23.98442261,73142900
2002/6/11,23.22327423,24.26350227,23.13870424,24.18738798,84609500
2002/6/12,23.5615654,23.64613541,22.6904804,23.03722261,152974400
2002/6/13,23.40933609,23.85756295,23.13025086,23.47699307,97556300
2002/6/14,23.35859299,23.44316299,22.1576805,22.71585094,122106800
2002/6/17,24.15356827,24.31425423,23.60385502,23.67996933,87618100
2002/6/18,24.54259491,24.6525369,23.9167674,23.94213776,100513400
2002/6/19,23.12179947,23.95059803,23.04568515,23.76454171,93507600
2002/6/20,22.37756729,23.21482466,21.7094548,23.06259605,99913200
2002/6/21,21.83631325,22.64819871,21.69254195,22.29299912,168755100
2002/6/24,22.26761818,22.66510262,21.32041912,21.52339162,219672100
2002/6/25,21.53185654,22.59745532,21.39654256,22.479056,136336400
2002/6/26,21.69253159,21.80247515,20.62693333,20.66076262,149080300
2002/6/27,22.16614342,22.19997272,21.15974582,21.98854441,121371100
2002/6/28,22.0731144,22.62282764,21.8616861,22.03082777,87842000
2002/7/1,21.01595879,22.10692722,20.95675916,21.96315601,64753900
2002/7/2,20.25482941,20.93139924,19.52751562,20.8045426,111629600
2002/7/3,20.93140221,20.93140221,19.97574698,20.17026063,101067000
2002/7/5,22.27608299,22.318368,21.18511233,21.36271292,56768300
2002/7/8,21.46419334,22.45367753,21.21048011,22.1576793,97288500
2002/7/9,20.85527992,21.54876424,20.79608028,21.35425066,91039600
2002/7/10,20.21253777,21.16819424,20.15333812,21.13436495,115365200
2002/7/11,20.9736805,21.04979479,19.89962628,20.09413987,170271200
2002/7/12,20.9736805,21.58259485,20.76225226,21.35425197,130027800
2002/7/15,21.62488174,21.6840814,20.0856843,20.87219767,140207200
2002/7/16,21.30351639,22.00545829,21.05825878,21.35425873,148281700
2002/7/17,21.69253159,22.36064543,21.04978971,22.047731,157954700
2002/7/18,20.9144783,21.62487722,20.73687938,21.46419133,114052300
2002/7/19,20.28865814,20.89757103,20.12797219,20.57620074,124116400
2002/7/22,19.78968048,20.71996494,19.52750995,20.17025191,150034800
2002/7/23,18.94397736,20.08569062,18.84249266,19.83197728,150786800
2002/7/24,19.97574234,20.00957002,18.30122933,18.4450006,186493600
2002/7/25,18.81711388,19.78968348,18.43654239,19.66282686,153915500
2002/7/26,19.17230797,19.3160792,18.61413769,19.07927905,96034200
2002/7/29,20.15334511,20.39860271,19.51906022,19.67974618,96735200
2002/7/30,20.55927849,20.88065027,19.95036583,20.06876511,117394300
2002/7/31,20.17025566,20.45779821,19.75585648,20.29711229,93831300
2002/8/1,19.22305679,20.2125411,19.16385714,20.07722715,85149700
2002/8/2,18.81711388,19.31608467,18.45345704,19.26534234,86706000
2002/8/5,18.13209343,18.87632042,18.01369247,18.6987214,84897800
2002/8/6,19.02853966,19.45985342,18.42808429,18.43654,115364600
2002/8/7,19.28226089,19.76431879,18.57186166,19.62054748,125677100
2002/8/8,19.93346214,19.95883412,18.85940587,19.2399775,111697900
2002/8/9,19.73048592,20.05185617,19.34991439,19.62054393,93576900
2002/8/12,19.78968048,19.85733744,19.36682405,19.49368066,62870900
2002/8/13,19.11311722,20.18717329,19.07083059,19.64591578,88434400
2002/8/14,20.33094597,20.46625995,19.0031749,19.17231818,102613500
2002/8/15,20.74534035,20.76225338,20.06031166,20.5000828,120307800
2002/8/16,20.88911057,21.14282381,20.06876797,20.40705283,95853000
2002/8/19,21.39653397,21.64179146,20.87219291,20.9483072,76015900
2002/8/20,21.30351639,21.50648737,21.01597377,21.29505906,89981300
2002/8/21,21.77711678,21.86168843,21.14283182,21.47265948,101365500
2002/8/22,22.12385178,22.16613678,21.49802435,21.76865225,80345500
2002/8/23,21.26968193,21.82785239,21.1005403,21.81939507,75211200
2002/8/26,21.35425377,21.47265308,20.81299795,21.39653877,83335400
2002/8/27,20.61002159,21.57413366,20.42396374,21.50647671,92340400
2002/8/28,19.85734177,20.37322724,19.78122746,20.31402758,115562300
2002/8/29,20.11951065,20.48316584,19.46831133,19.62053991,97028200
2002/8/30,19.86580086,20.29711474,19.7727719,19.97574447,59474900
2002/9/3,19.14693832,19.81505225,18.89322512,19.50213778,81828100
2002/9/4,19.22305679,19.46831435,18.8086576,19.02854318,82717600
2002/9/5,18.74945641,19.02854162,18.54648549,18.94397,91576600
2002/9/6,19.32454872,19.63746173,19.1131204,19.16386275,86008800
2002/9/9,19.51906013,19.76431773,18.93551759,19.17231786,72679500
2002/9/10,20.00110626,20.0180209,19.47676526,19.64590684,74615800
2002/9/11,19.83197212,20.59311356,19.80660015,20.39859994,73902800
2002/9/12,19.29071236,19.67128384,19.20614074,19.64591187,70763500
2002/9/13,19.44292831,19.51904256,19.04544406,19.11310099,79716100
2002/9/16,19.16385841,19.45140099,18.91860246,19.33300168,58853600
2002/9/17,18.75791931,19.62900289,18.75791931,19.4936889,89139700
2002/9/18,18.54649162,19.07083293,18.41963496,18.61414862,92358300
2002/9/19,18.25047112,18.71561223,18.22509917,18.3519573,86247700
2002/9/20,18.32659149,18.521105,18.16590565,18.46190537,78116900
2002/9/23,17.7768898,18.19974635,17.59928921,18.14054669,72757500
2002/9/24,17.78534508,18.1405446,17.46397323,17.4893452,91507300
2002/9/25,18.49573898,18.63951022,17.84453976,18.05596796,98051900
2002/9/26,18.2673912,18.88476097,18.07287771,18.74098978,104453500
2002/9/27,18.0221405,18.78328175,18.0221405,18.22511139,92249700
2002/9/30,17.52317429,17.96294547,17.32866067,17.81917418,91502500
2002/10/1,18.58877182,18.59722914,17.31174496,17.68385915,102096000
2002/10/2,17.97139549,18.58030808,17.73459535,18.191281,94829700
2002/10/3,17.54008484,18.09825521,17.48934252,17.8107127,74354800
2002/10/4,17.21026611,17.77689409,17.00729511,17.70923709,81837100
2002/10/7,17.0495739,17.41323075,16.78740332,17.13414552,79861800
2002/10/8,17.08339691,17.43013898,16.71128288,17.15105386,94103100
2002/10/9,16.96500587,17.3624921,16.77894956,16.8635212,103301000
2002/10/10,17.82762909,17.93757106,16.83814486,16.99883078,109610500
2002/10/11,18.79174232,18.92705628,18.11517257,18.22511455,124777400
2002/10/14,19.0116272,19.02854184,18.41962909,18.49574338,78890300
2002/10/15,19.92500496,19.98420463,19.60363461,19.82352027,118176000
2002/10/16,19.26534653,19.58671682,18.66488934,19.20614525,97441900
2002/10/17,19.91654396,20.13642957,19.09620279,19.95883059,95754500
2002/10/18,20.13642883,20.17025813,19.392202,19.68820191,84941900
2002/10/21,20.54236603,20.67767996,19.70510888,19.89116674,85311500
2002/10/22,20.41551208,20.58465534,20.00111289,20.06876987,89947000
2002/10/23,20.804533,20.82990335,20.01801993,20.17024847,88093500
2002/10/24,20.28019333,21.02442152,20.22945101,20.87219296,88674800
2002/10/25,20.88911057,20.93139557,20.28865353,20.28865353,71557300
2002/10/28,20.71151543,21.17665864,20.44088747,21.14282934,90272000
2002/10/29,20.22945595,20.69459747,19.76431442,20.55928352,90293800
2002/10/30,20.77071381,20.96522905,20.17025826,20.34785725,103531100
2002/10/31,20.7622509,21.17665164,20.60156661,20.85527983,81493100
2002/11/1,21.35425377,21.4811104,20.4155118,20.61002702,86658400
2002/11/4,21.90397072,22.6820269,21.81939908,22.03082737,110562400
2002/11/5,22.0731144,22.13231406,21.6164285,21.74328516,79603300
2002/11/6,22.38602638,22.50442732,21.68408454,22.23379937,116251700
2002/11/7,21.59950829,22.07310706,21.40499309,21.98007812,82711600
2002/11/8,21.20202065,21.87859189,21.10899172,21.5572201,76937600
2002/11/11,20.55927849,21.15973544,20.42396456,21.1005358,74384300
2002/11/12,21.0836277,21.48111227,20.63539918,20.63539918,88748800
2002/11/13,21.33733559,21.73482167,20.71150825,20.88910879,119341800
2002/11/14,22.0731144,22.34374236,21.58260081,21.63334315,85720100
2002/11/15,22.36065865,22.36911597,21.77711606,21.90397272,69291300
2002/11/18,22.0308075,22.63972146,21.9800652,22.58897755,76238000
2002/11/19,21.69253159,22.03081636,21.3965318,21.81938817,88139200
2002/11/20,22.61437225,22.62282958,21.59951731,21.61643035,75104700
2002/11/21,23.45161629,23.54464521,22.6228181,22.77504667,105472900
2002/11/22,23.44316101,23.62921888,23.10487617,23.14716279,73808600
2002/11/25,23.67150879,23.84910937,23.29093887,23.47699517,72666100
2002/11/26,22.87653351,23.57001945,22.74967689,23.49390516,80017900
2002/11/27,23.60385132,23.84910888,23.24019445,23.28248107,73643900
2002/11/29,23.44316101,23.92521872,23.02030456,23.85756014,34652100
2002/12/2,23.67995834,24.34807223,23.31630158,24.03515778,85136000
2002/12/3,22.97801971,23.32476188,22.77504881,23.29938991,76595500
2002/12/4,22.47060013,22.79197206,22.16614285,22.4621428,130115900
2002/12/5,22.15768623,22.83425614,22.09848496,22.79197113,84933200
2002/12/6,22.38602638,22.59745467,21.76865617,21.82785584,81727900
2002/12/9,21.32888222,22.45368049,21.31196918,22.17459525,75855200
2002/12/10,21.65025902,21.94625897,21.43883071,21.49803038,69578300
2002/12/11,21.75173187,22.04773166,21.41344709,21.51493333,64237600
2002/12/12,21.87014389,22.57208578,21.61642896,21.98854322,62296400
2002/12/13,21.176651,21.62487779,21.15127903,21.58259279,72647800
2002/12/16,21.86167717,21.95470449,21.20202058,21.32887718,60278500
2002/12/17,21.92933464,22.1576775,21.70099178,21.82784839,62562700
2002/12/18,21.46419334,21.65025122,21.18510814,21.60796461,67130700
2002/12/19,21.19357681,21.80249148,20.98214847,21.2866058,95969700
2002/12/20,21.41345406,21.52339766,21.20202579,21.42191138,65578600
2002/12/23,21.70944977,21.78556406,21.25276404,21.29505065,45941700
2002/12/24,21.43882179,21.76019198,21.41344983,21.5656784,16772700
2002/12/26,21.37962341,21.91242185,21.28659447,21.59105165,33795400
2002/12/27,20.99059677,21.86168176,20.93139712,21.29505397,42490200
2002/12/30,20.82990837,21.11745089,20.60156711,21.00750892,57396400
2002/12/31,20.61002159,20.89756246,20.53390731,20.75379283,46015400
